Name;Measure;Geo Type Name;Geo Place Name;Time Period
Fine particles (PM 2.5);Mean;UHF34;Upper East Side-Gramercy;Winter 2015-16
Fine particles (PM 2.5);Mean;UHF34;Upper East Side-Gramercy;Summer 2016
Fine particles (PM 2.5);Mean;UHF34;Upper East Side-Gramercy;Summer 2010
Fine particles (PM 2.5);Mean;UHF34;Chelsea-Village;Summer 2010
Fine particles (PM 2.5);Mean;UHF34;Chelsea-Village;Summer 2016
Fine particles (PM 2.5);Mean;UHF34;Chelsea-Village;Winter 2020-21
Fine particles (PM 2.5);Mean;UHF34;Upper East Side-Gramercy;Winter 2020-21
Fine particles (PM 2.5);Mean;UHF42;Rockaways;Annual Average 2018
Fine particles (PM 2.5);Mean;UHF42;Rockaways;Summer 2021
Fine particles (PM 2.5);Mean;UHF42;Southeast Queens;Summer 2013
Fine particles (PM 2.5);Mean;UHF42;Southeast Queens;Summer 2012
Fine particles (PM 2.5);Mean;UHF34;East New York;Summer 2012
Fine particles (PM 2.5);Mean;UHF34;Fordham - Bronx Pk;Summer 2013
Fine particles (PM 2.5);Mean;UHF34;Pelham - Throgs Neck;Annual Average 2018
Fine particles (PM 2.5);Mean;UHF34;Pelham - Throgs Neck;Summer 2021
Fine particles (PM 2.5);Mean;UHF42;Lower Manhattan;Summer 2013
Fine particles (PM 2.5);Mean;UHF42;Lower Manhattan;Annual Average 2016
Fine particles (PM 2.5);Mean;UHF42;Lower Manhattan;Annual Average 2018
Fine particles (PM 2.5);Mean;UHF42;Lower Manhattan;Summer 2021
Fine particles (PM 2.5);Mean;UHF42;Union Square - Lower East Side;Summer 2013
Fine particles (PM 2.5);Mean;UHF42;Union Square - Lower East Side;Annual Average 2018
Fine particles (PM 2.5);Mean;UHF42;Union Square - Lower East Side;Summer 2021
Fine particles (PM 2.5);Mean;UHF42;Rockaways;Annual Average 2010
Fine particles (PM 2.5);Mean;UHF42;Rockaways;Winter 2012-13
Fine particles (PM 2.5);Mean;UHF42;Bensonhurst - Bay Ridge;Annual Average 2010
Fine particles (PM 2.5);Mean;UHF42;Bensonhurst - Bay Ridge;Summer 2015
Fine particles (PM 2.5);Mean;UHF42;Southeast Queens;Summer 2015
Fine particles (PM 2.5);Mean;UHF42;Southeast Queens;Winter 2019-20
Fine particles (PM 2.5);Mean;UHF42;Southeast Queens;Summer 2019
Ozone (O3);Mean;UHF34;East Harlem;Summer 2013
Ozone (O3);Mean;UHF34;Flushing - Clearview;Summer 2013
Ozone (O3);Mean;UHF34;Flushing - Clearview;Summer 2021
Ozone (O3);Mean;UHF34;Upper East Side-Gramercy;Summer 2021
Nitrogen dioxide (NO2);Mean;UHF34;Upper West Side;Summer 2013
Nitrogen dioxide (NO2);Mean;UHF34;Upper East Side-Gramercy;Annual Average 2018
Nitrogen dioxide (NO2);Mean;UHF34;Chelsea-Village;Summer 2012
Nitrogen dioxide (NO2);Mean;UHF34;Chelsea-Village;Annual Average 2016
Nitrogen dioxide (NO2);Mean;UHF34;Chelsea-Village;Annual Average 2018
Nitrogen dioxide (NO2);Mean;UHF34;Chelsea-Village;Summer 2021
Nitrogen dioxide (NO2);Mean;UHF34;Upper East Side-Gramercy;Summer 2012
Nitrogen dioxide (NO2);Mean;UHF34;Upper East Side-Gramercy;Annual Average 2016
Ozone (O3);Mean;UHF34;Bedford Stuyvesant - Crown Heights;Summer 2015
Ozone (O3);Mean;UHF34;Bedford Stuyvesant - Crown Heights;Summer 2019
Ozone (O3);Mean;UHF34;East New York;Summer 2015
Fine particles (PM 2.5);Mean;UHF42;Rockaways;Summer 2019
Fine particles (PM 2.5);Mean;UHF42;Rockaways;Winter 2019-20
Fine particles (PM 2.5);Mean;UHF42;Southeast Queens;Annual Average 2011
Fine particles (PM 2.5);Mean;UHF42;Southeast Queens;Annual Average 2009
Fine particles (PM 2.5);Mean;UHF34;Flushing - Clearview;Summer 2011
Fine particles (PM 2.5);Mean;UHF34;Flushing - Clearview;Summer 2010
Fine particles (PM 2.5);Mean;UHF34;Flushing - Clearview;Winter 2015-16
Fine particles (PM 2.5);Mean;UHF34;Flushing - Clearview;Summer 2016
Fine particles (PM 2.5);Mean;UHF34;Flushing - Clearview;Winter 2020-21
Fine particles (PM 2.5);Mean;UHF34;Bedford Stuyvesant - Crown Heights;Winter 2008-09
Fine particles (PM 2.5);Mean;UHF34;East New York;Winter 2008-09
Fine particles (PM 2.5);Mean;UHF34;Fordham - Bronx Pk;Winter 2008-09
Fine particles (PM 2.5);Mean;UHF34;Fordham - Bronx Pk;Annual Average 2019
Fine particles (PM 2.5);Mean;UHF34;Pelham - Throgs Neck;Winter 2008-09
Fine particles (PM 2.5);Mean;UHF34;Bedford Stuyvesant - Crown Heights;Summer 2019
Fine particles (PM 2.5);Mean;UHF34;East New York;Winter 2012-13
Fine particles (PM 2.5);Mean;UHF34;East New York;Summer 2015
Fine particles (PM 2.5);Mean;UHF34;Pelham - Throgs Neck;Winter 2012-13
Fine particles (PM 2.5);Mean;UHF34;Pelham - Throgs Neck;Annual Average 2010
Fine particles (PM 2.5);Mean;UHF34;Flushing - Clearview;Summer 2019
Fine particles (PM 2.5);Mean;UHF34;East Harlem;Annual Average 2018
Nitrogen dioxide (NO2);Mean;UHF42;Willowbrook;Summer 2016
Nitrogen dioxide (NO2);Mean;UHF42;Willowbrook;Winter 2015-16
Nitrogen dioxide (NO2);Mean;UHF42;Willowbrook;Winter 2020-21
Ozone (O3);Mean;CD;Park Slope and Carroll Gardens (CD6);Summer 2011
Ozone (O3);Mean;CD;Park Slope and Carroll Gardens (CD6);Summer 2010
Ozone (O3);Mean;CD;Park Slope and Carroll Gardens (CD6);Summer 2016
Ozone (O3);Mean;CD;Crown Heights and Prospect Heights (CD8);Summer 2011
Ozone (O3);Mean;CD;Crown Heights and Prospect Heights (CD8);Summer 2010
Ozone (O3);Mean;CD;Crown Heights and Prospect Heights (CD8);Summer 2016
Nitrogen dioxide (NO2);Mean;CD;Hillcrest and Fresh Meadows (CD8);Winter 2015-16
Nitrogen dioxide (NO2);Mean;CD;Hillcrest and Fresh Meadows (CD8);Summer 2016
Nitrogen dioxide (NO2);Mean;CD;Hillcrest and Fresh Meadows (CD8);Winter 2020-21
Nitrogen dioxide (NO2);Mean;CD;Park Slope and Carroll Gardens (CD6);Summer 2010
Nitrogen dioxide (NO2);Mean;CD;Park Slope and Carroll Gardens (CD6);Summer 2011
Nitrogen dioxide (NO2);Mean;UHF42;Ridgewood - Forest Hills;Winter 2020-21
Nitrogen dioxide (NO2);Mean;UHF42;Flushing - Clearview;Annual Average 2017
Annual vehicle miles traveled;million miles;CD;Crown Heights and Prospect Heights (CD8);2005
Annual vehicle miles traveled;million miles;CD;Crown Heights and Prospect Heights (CD8);2016
Annual vehicle miles traveled;million miles;UHF42;Ridgewood - Forest Hills;2005
Annual vehicle miles traveled;million miles;UHF42;Flushing - Clearview;2005
Annual vehicle miles travelled (cars);million miles;CD;Crown Heights and Prospect Heights (CD8);2005
Annual vehicle miles travelled (cars);million miles;CD;Crown Heights and Prospect Heights (CD8);2016
Annual vehicle miles travelled (cars);million miles;CD;Belmont and East Tremont (CD6);2016
Annual vehicle miles travelled (cars);million miles;CD;Belmont and East Tremont (CD6);2005
Annual vehicle miles travelled (cars);million miles;CD;Riverdale and Fieldston (CD8);2016
Annual vehicle miles travelled (cars);million miles;CD;Hillcrest and Fresh Meadows (CD8);2005
Nitrogen dioxide (NO2);Mean;CD;Hillcrest and Fresh Meadows (CD8);Summer 2014
Nitrogen dioxide (NO2);Mean;CD;Hillcrest and Fresh Meadows (CD8);Annual Average 2015
Nitrogen dioxide (NO2);Mean;UHF42;Flushing - Clearview;Winter 2010-11
Nitrogen dioxide (NO2);Mean;UHF42;Flushing - Clearview;Summer 2009
Fine particles (PM 2.5);Mean;CD;Jamaica and Hollis (CD12);Winter 2019-20
Fine particles (PM 2.5);Mean;CD;Jamaica and Hollis (CD12);Summer 2019
Nitrogen dioxide (NO2);Mean;CD;South Ozone Park and Howard Beach (CD10);Summer 2018
Nitrogen dioxide (NO2);Mean;UHF42;Long Island City - Astoria;Annual Average 2016
Nitrogen dioxide (NO2);Mean;UHF42;Long Island City - Astoria;Annual Average 2018
Nitrogen dioxide (NO2);Mean;UHF42;Long Island City - Astoria;Summer 2021
Nitrogen dioxide (NO2);Mean;UHF42;Long Island City - Astoria;Summer 2012
Fine particles (PM 2.5);Mean;CD;Bay Ridge and Dyker Heights (CD10);Summer 2021
Fine particles (PM 2.5);Mean;CD;Throgs Neck and Co-op City (CD10);Annual Average 2012
Fine particles (PM 2.5);Mean;CD;Williamsbridge and Baychester (CD12);Annual Average 2012
Fine particles (PM 2.5);Mean;CD;Jamaica and Hollis (CD12);Annual Average 2012
Fine particles (PM 2.5);Mean;CD;South Ozone Park and Howard Beach (CD10);Annual Average 2012
Fine particles (PM 2.5);Mean;CD;Bay Ridge and Dyker Heights (CD10);Annual Average 2012
Fine particles (PM 2.5);Mean;CD;Throgs Neck and Co-op City (CD10);Winter 2008-09
Fine particles (PM 2.5);Mean;CD;Throgs Neck and Co-op City (CD10);Annual Average 2019
Fine particles (PM 2.5);Mean;CD;Williamsbridge and Baychester (CD12);Winter 2013-14
Fine particles (PM 2.5);Mean;CD;South Ozone Park and Howard Beach (CD10);Winter 2017-18
Fine particles (PM 2.5);Mean;CD;Jamaica and Hollis (CD12);Winter 2008-09
Fine particles (PM 2.5);Mean;CD;Jamaica and Hollis (CD12);Annual Average 2019
Nitrogen dioxide (NO2);Mean;CD;South Ozone Park and Howard Beach (CD10);Summer 2020
Nitrogen dioxide (NO2);Mean;CD;Jamaica and Hollis (CD12);Winter 2011-12
Nitrogen dioxide (NO2);Mean;CD;Jamaica and Hollis (CD12);Winter 2009-10
Fine particles (PM 2.5);Mean;CD;Borough Park (CD12);Summer 2017
Fine particles (PM 2.5);Mean;CD;Borough Park (CD12);Summer 2018
Fine particles (PM 2.5);Mean;CD;Borough Park (CD12);Winter 2016-17
Fine particles (PM 2.5);Mean;CD;Borough Park (CD12);Summer 2020
Fine particles (PM 2.5);Mean;CD;Bay Ridge and Dyker Heights (CD10);Winter 2009-10
Fine particles (PM 2.5);Mean;CD;Bay Ridge and Dyker Heights (CD10);Annual Average 2014
Fine particles (PM 2.5);Mean;CD;Bay Ridge and Dyker Heights (CD10);Annual Average 2021
Fine particles (PM 2.5);Mean;CD;Borough Park (CD12);Winter 2010-11
Nitrogen dioxide (NO2);Mean;CD;Elmhurst and Corona (CD4);Winter 2018-19
Nitrogen dioxide (NO2);Mean;CD;Tottenville and Great Kills (CD3);Annual Average 2015
Ozone (O3);Mean;CD;Jackson Heights (CD3);Summer 2019
Nitrogen dioxide (NO2);Mean;CD;East Flatbush (CD17);Annual Average 2010
Nitrogen dioxide (NO2);Mean;CD;Flatlands and Canarsie (CD18);Annual Average 2010
Nitrogen dioxide (NO2);Mean;CD;Flatlands and Canarsie (CD18);Summer 2015
Nitrogen dioxide (NO2);Mean;CD;Bedford Stuyvesant (CD3);Winter 2012-13
Nitrogen dioxide (NO2);Mean;CD;Bedford Stuyvesant (CD3);Annual Average 2010
Nitrogen dioxide (NO2);Mean;CD;Bedford Stuyvesant (CD3);Summer 2019
Nitrogen dioxide (NO2);Mean;CD;Jackson Heights (CD3);Winter 2012-13
Nitrogen dioxide (NO2);Mean;CD;Elmhurst and Corona (CD4);Annual Average 2010
Nitrogen dioxide (NO2);Mean;CD;Elmhurst and Corona (CD4);Winter 2012-13
Nitrogen dioxide (NO2);Mean;CD;Tottenville and Great Kills (CD3);Annual Average 2016
Nitrogen dioxide (NO2);Mean;CD;Tottenville and Great Kills (CD3);Annual Average 2018
Nitrogen dioxide (NO2);Mean;CD;Jackson Heights (CD3);Summer 2021
Nitrogen dioxide (NO2);Mean;CD;Elmhurst and Corona (CD4);Summer 2021
Nitrogen dioxide (NO2);Mean;CD;Elmhurst and Corona (CD4);Annual Average 2016
Nitrogen dioxide (NO2);Mean;CD;Elmhurst and Corona (CD4);Annual Average 2018
Nitrogen dioxide (NO2);Mean;CD;Morrisania and Crotona (CD3);Annual Average 2012
Nitrogen dioxide (NO2);Mean;CD;Flatlands and Canarsie (CD18);Annual Average 2012
Nitrogen dioxide (NO2);Mean;CD;Bedford Stuyvesant (CD3);Annual Average 2012
Nitrogen dioxide (NO2);Mean;CD;Jackson Heights (CD3);Annual Average 2012
Nitrogen dioxide (NO2);Mean;CD;Elmhurst and Corona (CD4);Annual Average 2012
Nitrogen dioxide (NO2);Mean;CD;Jackson Heights (CD3);Winter 2011-12
Nitrogen dioxide (NO2);Mean;CD;Jackson Heights (CD3);Summer 2018
Nitrogen dioxide (NO2);Mean;CD;Jackson Heights (CD3);Summer 2020
Nitrogen dioxide (NO2);Mean;CD;Elmhurst and Corona (CD4);Winter 2009-10
Nitrogen dioxide (NO2);Mean;CD;Elmhurst and Corona (CD4);Winter 2011-12
Nitrogen dioxide (NO2);Mean;CD;Elmhurst and Corona (CD4);Annual Average 2014
Ozone (O3);Mean;CD;Bedford Stuyvesant (CD3);2-Year Summer Average 2009-2010
Ozone (O3);Mean;CD;Bushwick (CD4);Summer 2020
Ozone (O3);Mean;CD;Tottenville and Great Kills (CD3);Summer 2017
Fine particles (PM 2.5);Mean;UHF34;Upper West Side;Summer 2012
Fine particles (PM 2.5);Mean;UHF34;Upper West Side;Annual Average 2018
Fine particles (PM 2.5);Mean;UHF34;Chelsea-Village;Summer 2012
Fine particles (PM 2.5);Mean;UHF34;Chelsea-Village;Annual Average 2016
Fine particles (PM 2.5);Mean;UHF34;Chelsea-Village;Annual Average 2018
Fine particles (PM 2.5);Mean;UHF34;Chelsea-Village;Summer 2021
Fine particles (PM 2.5);Mean;UHF34;Upper East Side-Gramercy;Summer 2013
Fine particles (PM 2.5);Mean;UHF34;Upper East Side-Gramercy;Annual Average 2016
Fine particles (PM 2.5);Mean;UHF34;Upper East Side-Gramercy;Summer 2012
Fine particles (PM 2.5);Mean;UHF34;Chelsea-Village;Summer 2013
Fine particles (PM 2.5);Mean;UHF34;Upper East Side-Gramercy;Annual Average 2018
Fine particles (PM 2.5);Mean;UHF34;Upper East Side-Gramercy;Summer 2021
Fine particles (PM 2.5);Mean;UHF34;Flushing - Clearview;Summer 2013
Fine particles (PM 2.5);Mean;UHF34;Flushing - Clearview;Summer 2012
Fine particles (PM 2.5);Mean;UHF34;Flushing - Clearview;Annual Average 2016
Fine particles (PM 2.5);Mean;UHF34;Flushing - Clearview;Annual Average 2018
Fine particles (PM 2.5);Mean;UHF34;Flushing - Clearview;Summer 2021
Fine particles (PM 2.5);Mean;UHF34;Chelsea-Village;Annual Average 2011
Fine particles (PM 2.5);Mean;UHF34;Chelsea-Village;Annual Average 2020
Fine particles (PM 2.5);Mean;UHF34;Upper East Side-Gramercy;Annual Average 2009
Fine particles (PM 2.5);Mean;UHF34;Upper East Side-Gramercy;Summer 2014
Fine particles (PM 2.5);Mean;UHF34;Upper East Side-Gramercy;Annual Average 2015
Fine particles (PM 2.5);Mean;UHF34;Upper East Side-Gramercy;Annual Average 2011
Fine particles (PM 2.5);Mean;UHF34;Chelsea-Village;Annual Average 2009
Fine particles (PM 2.5);Mean;UHF34;Chelsea-Village;Summer 2014
Fine particles (PM 2.5);Mean;UHF34;Chelsea-Village;Annual Average 2015
Fine particles (PM 2.5);Mean;UHF34;Chelsea-Village;Winter 2018-19
Fine particles (PM 2.5);Mean;UHF34;Upper East Side-Gramercy;Annual Average 2020
Nitrogen dioxide (NO2);Mean;UHF34;Upper East Side-Gramercy;Winter 2018-19
Nitrogen dioxide (NO2);Mean;UHF34;Upper East Side-Gramercy;Annual Average 2020
Ozone (O3);Mean;UHF42;Coney Island - Sheepshead Bay;2-Year Summer Average 2009-2010
Ozone (O3);Mean;UHF42;Coney Island - Sheepshead Bay;Summer 2020
Nitrogen dioxide (NO2);Mean;CD;Bayside and Little Neck (CD11);Summer 2021
Nitrogen dioxide (NO2);Mean;CD;Kew Gardens and Woodhaven (CD9);Annual Average 2012
Nitrogen dioxide (NO2);Mean;CD;Bayside and Little Neck (CD11);Annual Average 2012
Asthma emergency department visits due to PM2.5;Estimated annual rate (age 18+);UHF42;Stapleton - St. George;2015-2017
Asthma emergency department visits due to PM2.5;Estimated annual rate (age 18+);UHF42;Stapleton - St. George;2012-2014
Ozone (O3);Mean;CD;Kew Gardens and Woodhaven (CD9);2-Year Summer Average 2009-2010
Nitrogen dioxide (NO2);Mean;CD;Bayside and Little Neck (CD11);Annual Average 2017
Nitrogen dioxide (NO2);Mean;CD;Bayside and Little Neck (CD11);Annual Average 2021
Nitrogen dioxide (NO2);Mean;CD;South Crown Heights and Lefferts Gardens (CD9);Summer 2021
Asthma emergency department visits due to PM2.5;Estimated annual rate (under age 18);UHF42;Stapleton - St. George;2015-2017
Asthma emergency department visits due to PM2.5;Estimated annual rate (under age 18);UHF42;West Queens;2009-2011
Asthma emergency department visits due to PM2.5;Estimated annual rate (under age 18);UHF42;Stapleton - St. George;2012-2014
Asthma emergency department visits due to PM2.5;Estimated annual rate (under age 18);UHF42;West Queens;2012-2014
Nitrogen dioxide (NO2);Mean;CD;Kew Gardens and Woodhaven (CD9);Annual Average 2015
Ozone (O3);Mean;CD;Bayside and Little Neck (CD11);Summer 2016
Nitrogen dioxide (NO2);Mean;CD;South Crown Heights and Lefferts Gardens (CD9);Summer 2016
Nitrogen dioxide (NO2);Mean;CD;South Crown Heights and Lefferts Gardens (CD9);Winter 2020-21
Nitrogen dioxide (NO2);Mean;CD;Kew Gardens and Woodhaven (CD9);Winter 2020-21
Nitrogen dioxide (NO2);Mean;CD;Morris Park and Bronxdale (CD11);Summer 2021
Nitrogen dioxide (NO2);Mean;CD;South Crown Heights and Lefferts Gardens (CD9);Summer 2013
Nitrogen dioxide (NO2);Mean;CD;South Crown Heights and Lefferts Gardens (CD9);Summer 2012
Nitrogen dioxide (NO2);Mean;CD;Bensonhurst (CD11);Summer 2012
Nitrogen dioxide (NO2);Mean;CD;Bensonhurst (CD11);Summer 2013
Nitrogen dioxide (NO2);Mean;CD;Bensonhurst (CD11);Annual Average 2018
Nitrogen dioxide (NO2);Mean;CD;Parkchester and Soundview (CD9);Summer 2012
Nitrogen dioxide (NO2);Mean;CD;Parkchester and Soundview (CD9);Summer 2013
Annual vehicle miles traveled;million miles;UHF42;Stapleton - St. George;2016
Annual vehicle miles traveled;million miles;CD;Kew Gardens and Woodhaven (CD9);2005
Annual vehicle miles traveled;million miles;CD;Kew Gardens and Woodhaven (CD9);2016
Nitrogen dioxide (NO2);Mean;UHF42;Flushing - Clearview;Annual Average 2013
Nitrogen dioxide (NO2);Mean;UHF42;Upper East Side;Annual Average 2017
Nitrogen dioxide (NO2);Mean;UHF42;Upper East Side;Annual Average 2021
Nitrogen dioxide (NO2);Mean;UHF42;East Harlem;Annual Average 2017
Nitrogen dioxide (NO2);Mean;UHF42;Willowbrook;Annual Average 2010
Nitrogen dioxide (NO2);Mean;UHF42;Willowbrook;Summer 2015
Nitrogen dioxide (NO2);Mean;UHF42;Willowbrook;Summer 2019
Nitrogen dioxide (NO2);Mean;UHF42;Willowbrook;Winter 2019-20
Nitrogen dioxide (NO2);Mean;CD;Hillcrest and Fresh Meadows (CD8);Annual Average 2020
Nitrogen dioxide (NO2);Mean;CD;Park Slope and Carroll Gardens (CD6);Annual Average 2009
Nitrogen dioxide (NO2);Mean;CD;Crown Heights and Prospect Heights (CD8);Summer 2011
Nitrogen dioxide (NO2);Mean;CD;Crown Heights and Prospect Heights (CD8);Summer 2010
Nitrogen dioxide (NO2);Mean;CD;Crown Heights and Prospect Heights (CD8);Summer 2016
Nitrogen dioxide (NO2);Mean;UHF42;Willowbrook;Winter 2012-13
Ozone (O3);Mean;UHF42;Flushing - Clearview;Summer 2018
Nitrogen dioxide (NO2);Mean;UHF42;Willowbrook;Winter 2011-12
Nitrogen dioxide (NO2);Mean;UHF42;Willowbrook;Annual Average 2014
Nitrogen dioxide (NO2);Mean;UHF42;Willowbrook;Winter 2016-17
Nitrogen dioxide (NO2);Mean;UHF42;Willowbrook;Summer 2018
Nitrogen dioxide (NO2);Mean;UHF42;Willowbrook;Winter 2009-10
Nitrogen dioxide (NO2);Mean;UHF42;Willowbrook;Summer 2017
Nitrogen dioxide (NO2);Mean;UHF42;Willowbrook;Summer 2020
Nitrogen dioxide (NO2);Mean;CD;Crown Heights and Prospect Heights (CD8);Winter 2015-16
Ozone (O3);Mean;CD;Rego Park and Forest Hills (CD6);Summer 2014
Ozone (O3);Mean;CD;Hillcrest and Fresh Meadows (CD8);Summer 2014
Ozone (O3);Mean;CD;Park Slope and Carroll Gardens (CD6);Summer 2014
Ozone (O3);Mean;CD;Crown Heights and Prospect Heights (CD8);Summer 2014
Nitrogen dioxide (NO2);Mean;CD;Crown Heights and Prospect Heights (CD8);Annual Average 2011
Nitrogen dioxide (NO2);Mean;CD;Crown Heights and Prospect Heights (CD8);Annual Average 2009
Nitrogen dioxide (NO2);Mean;CD;Crown Heights and Prospect Heights (CD8);Summer 2014
Nitrogen dioxide (NO2);Mean;CD;Crown Heights and Prospect Heights (CD8);Winter 2018-19
Nitrogen dioxide (NO2);Mean;CD;Park Slope and Carroll Gardens (CD6);Annual Average 2020
Nitrogen dioxide (NO2);Mean;CD;Park Slope and Carroll Gardens (CD6);Winter 2014-15
Fine particles (PM 2.5);Mean;CD;Borough Park (CD12);Summer 2012
Fine particles (PM 2.5);Mean;CD;Williamsbridge and Baychester (CD12);Summer 2012
Fine particles (PM 2.5);Mean;CD;Throgs Neck and Co-op City (CD10);Summer 2012
Fine particles (PM 2.5);Mean;CD;Throgs Neck and Co-op City (CD10);Annual Average 2018
Fine particles (PM 2.5);Mean;CD;Throgs Neck and Co-op City (CD10);Summer 2021
Fine particles (PM 2.5);Mean;CD;Williamsbridge and Baychester (CD12);Annual Average 2016
Fine particles (PM 2.5);Mean;CD;Bay Ridge and Dyker Heights (CD10);Annual Average 2011
Fine particles (PM 2.5);Mean;CD;Bay Ridge and Dyker Heights (CD10);Annual Average 2009
Fine particles (PM 2.5);Mean;CD;Bay Ridge and Dyker Heights (CD10);Summer 2014
Fine particles (PM 2.5);Mean;CD;Bay Ridge and Dyker Heights (CD10);Annual Average 2015
Fine particles (PM 2.5);Mean;CD;Bay Ridge and Dyker Heights (CD10);Annual Average 2020
Fine particles (PM 2.5);Mean;CD;Bay Ridge and Dyker Heights (CD10);Winter 2018-19
Boiler Emissions- Total SO2 Emissions;Number per km2;UHF42;Port Richmond;2015
Boiler Emissions- Total SO2 Emissions;Number per km2;UHF42;Long Island City - Astoria;2015
Fine particles (PM 2.5);Mean;CD;Bay Ridge and Dyker Heights (CD10);Summer 2017
Fine particles (PM 2.5);Mean;UHF42;Greenpoint;Annual Average 2012
Fine particles (PM 2.5);Mean;CD;Borough Park (CD12);Winter 2020-21
Fine particles (PM 2.5);Mean;CD;Bay Ridge and Dyker Heights (CD10);Summer 2010
Fine particles (PM 2.5);Mean;CD;Bay Ridge and Dyker Heights (CD10);Summer 2011
Fine particles (PM 2.5);Mean;CD;Bay Ridge and Dyker Heights (CD10);Winter 2015-16
Fine particles (PM 2.5);Mean;CD;Jamaica and Hollis (CD12);Winter 2015-16
Fine particles (PM 2.5);Mean;CD;Bay Ridge and Dyker Heights (CD10);Winter 2020-21
Fine particles (PM 2.5);Mean;CD;Williamsbridge and Baychester (CD12);Summer 2009
Fine particles (PM 2.5);Mean;CD;Throgs Neck and Co-op City (CD10);Annual Average 2013
Fine particles (PM 2.5);Mean;CD;Throgs Neck and Co-op City (CD10);Winter 2014-15
Fine particles (PM 2.5);Mean;CD;Throgs Neck and Co-op City (CD10);Annual Average 2017
Fine particles (PM 2.5);Mean;CD;Throgs Neck and Co-op City (CD10);Annual Average 2021
Fine particles (PM 2.5);Mean;CD;Central Harlem (CD10);Winter 2010-11
Fine particles (PM 2.5);Mean;CD;Central Harlem (CD10);Summer 2009
Fine particles (PM 2.5);Mean;CD;Central Harlem (CD10);Annual Average 2013
Ozone (O3);Mean;CD;Tottenville and Great Kills (CD3);Summer 2018
Ozone (O3);Mean;CD;Tottenville and Great Kills (CD3);Summer 2020
Ozone (O3);Mean;CD;Elmhurst and Corona (CD4);Summer 2020
Asthma hospitalizations due to Ozone;Estimated annual rate (age 18+);UHF42;Jamaica;2009-2011
Asthma hospitalizations due to Ozone;Estimated annual rate (age 18+);UHF42;Southwest Queens;2009-2011
Asthma emergency department visits due to PM2.5;Estimated annual rate (age 18+);UHF42;Jamaica;2009-2011
Asthma emergency department visits due to PM2.5;Estimated annual rate (age 18+);UHF42;Southwest Queens;2009-2011
Asthma emergency department visits due to PM2.5;Estimated annual rate (age 18+);UHF42;Southwest Queens;2012-2014
Asthma emergency department visits due to PM2.5;Estimated annual rate (age 18+);UHF42;Southwest Queens;2015-2017
Ozone (O3);Mean;CD;Bushwick (CD4);Summer 2017
Ozone (O3);Mean;CD;Bushwick (CD4);Summer 2018
Ozone (O3);Mean;CD;Jackson Heights (CD3);Summer 2017
Nitrogen dioxide (NO2);Mean;CD;Tottenville and Great Kills (CD3);Annual Average 2017
Nitrogen dioxide (NO2);Mean;CD;Tottenville and Great Kills (CD3);Annual Average 2021
Nitrogen dioxide (NO2);Mean;CD;Elmhurst and Corona (CD4);Annual Average 2021
Nitrogen dioxide (NO2);Mean;CD;Elmhurst and Corona (CD4);Winter 2010-11
Nitrogen dioxide (NO2);Mean;CD;Elmhurst and Corona (CD4);Winter 2014-15
Nitrogen dioxide (NO2);Mean;CD;Elmhurst and Corona (CD4);Annual Average 2017
Nitrogen dioxide (NO2);Mean;CD;East Flatbush (CD17);Summer 2013
Nitrogen dioxide (NO2);Mean;CD;East Flatbush (CD17);Annual Average 2018
Nitrogen dioxide (NO2);Mean;CD;East Flatbush (CD17);Summer 2021
Nitrogen dioxide (NO2);Mean;CD;Tottenville and Great Kills (CD3);Summer 2012
Nitrogen dioxide (NO2);Mean;CD;Tottenville and Great Kills (CD3);Summer 2013
Nitrogen dioxide (NO2);Mean;CD;Flatlands and Canarsie (CD18);Annual Average 2018
Nitrogen dioxide (NO2);Mean;CD;Flatlands and Canarsie (CD18);Summer 2021
Nitrogen dioxide (NO2);Mean;CD;Flatlands and Canarsie (CD18);Annual Average 2016
Asthma emergency department visits due to PM2.5;Estimated annual rate (under age 18);UHF42;Southwest Queens;2012-2014
Asthma emergency department visits due to PM2.5;Estimated annual rate (under age 18);UHF42;Southwest Queens;2015-2017
Asthma emergency department visits due to PM2.5;Estimated annual rate (under age 18);UHF42;Jamaica;2012-2014
Nitrogen dioxide (NO2);Mean;CD;Jackson Heights (CD3);Annual Average 2015
Ozone (O3);Mean;CD;East Flatbush (CD17);Summer 2010
Nitrogen dioxide (NO2);Mean;Borough;Manhattan;Annual Average 2014
Nitrogen dioxide (NO2);Mean;UHF42;Union Square - Lower East Side;Summer 2018
Nitrogen dioxide (NO2);Mean;UHF42;Rockaways;Winter 2009-10
Nitrogen dioxide (NO2);Mean;UHF42;Rockaways;Annual Average 2014
Fine particles (PM 2.5);Mean;UHF34;Upper East Side-Gramercy;Winter 2018-19
Fine particles (PM 2.5);Mean;UHF34;Flushing - Clearview;Annual Average 2009
Fine particles (PM 2.5);Mean;UHF34;Flushing - Clearview;Annual Average 2011
Fine particles (PM 2.5);Mean;UHF34;Flushing - Clearview;Annual Average 2015
Fine particles (PM 2.5);Mean;UHF34;Flushing - Clearview;Winter 2018-19
Fine particles (PM 2.5);Mean;UHF34;Upper West Side;Summer 2015
Fine particles (PM 2.5);Mean;UHF34;Chelsea-Village;Summer 2015
Fine particles (PM 2.5);Mean;UHF34;Chelsea-Village;Winter 2019-20
