Name;Measure;Geo Type Name;Geo Place Name;Time Period
Fine particles (PM 2.5);Mean;CD;Crown Heights and Prospect Heights (CD8);Winter 2013-14
Fine particles (PM 2.5);Mean;CD;Crown Heights and Prospect Heights (CD8);Annual Average 2019
Nitrogen dioxide (NO2);Mean;UHF42;Sunset Park;Winter 2008-09
Nitrogen dioxide (NO2);Mean;UHF42;Sunset Park;Winter 2013-14
Nitrogen dioxide (NO2);Mean;UHF42;Sunset Park;Winter 2017-18
Nitrogen dioxide (NO2);Mean;UHF42;Fordham - Bronx Pk;Winter 2013-14
Nitrogen dioxide (NO2);Mean;UHF42;Bedford Stuyvesant - Crown Heights;Winter 2017-18
Nitrogen dioxide (NO2);Mean;CD;Belmont and East Tremont (CD6);Annual Average 2009
Nitrogen dioxide (NO2);Mean;CD;Belmont and East Tremont (CD6);Annual Average 2011
Nitrogen dioxide (NO2);Mean;CD;Belmont and East Tremont (CD6);Summer 2014
Nitrogen dioxide (NO2);Mean;CD;Belmont and East Tremont (CD6);Annual Average 2015
Nitrogen dioxide (NO2);Mean;CD;Belmont and East Tremont (CD6);Winter 2018-19
Nitrogen dioxide (NO2);Mean;CD;Belmont and East Tremont (CD6);Annual Average 2020
Fine particles (PM 2.5);Mean;CD;Belmont and East Tremont (CD6);Winter 2008-09
Nitrogen dioxide (NO2);Mean;CD;Fort Greene and Brooklyn Heights (CD2);Winter 2018-19
Nitrogen dioxide (NO2);Mean;CD;Fort Greene and Brooklyn Heights (CD2);Annual Average 2020
Nitrogen dioxide (NO2);Mean;CD;Greenpoint and Williamsburg (CD1);Annual Average 2009
Nitrogen dioxide (NO2);Mean;CD;Greenpoint and Williamsburg (CD1);Annual Average 2011
Nitrogen dioxide (NO2);Mean;CD;Greenpoint and Williamsburg (CD1);Summer 2014
Nitrogen dioxide (NO2);Mean;CD;Greenpoint and Williamsburg (CD1);Annual Average 2015
Nitrogen dioxide (NO2);Mean;CD;Greenpoint and Williamsburg (CD1);Winter 2018-19
Nitrogen dioxide (NO2);Mean;CD;Greenpoint and Williamsburg (CD1);Annual Average 2020
Ozone (O3);Mean;CD;Financial District (CD1);Summer 2012
Ozone (O3);Mean;CD;Financial District (CD1);Summer 2013
Ozone (O3);Mean;CD;Greenwich Village and Soho (CD2);Summer 2013
Ozone (O3);Mean;CD;Hunts Point and Longwood (CD2);Summer 2013
Ozone (O3);Mean;CD;Hunts Point and Longwood (CD2);Summer 2012
Ozone (O3);Mean;CD;Greenwich Village and Soho (CD2);Summer 2012
Ozone (O3);Mean;CD;Greenwich Village and Soho (CD2);Summer 2021
Nitrogen dioxide (NO2);Mean;CD;Financial District (CD1);Summer 2021
Nitrogen dioxide (NO2);Mean;CD;Hunts Point and Longwood (CD2);Annual Average 2016
Nitrogen dioxide (NO2);Mean;CD;Hunts Point and Longwood (CD2);Annual Average 2018
Nitrogen dioxide (NO2);Mean;CD;Financial District (CD1);Summer 2012
Nitrogen dioxide (NO2);Mean;CD;Financial District (CD1);Summer 2013
Nitrogen dioxide (NO2);Mean;CD;Financial District (CD1);Annual Average 2016
Nitrogen dioxide (NO2);Mean;Borough;Manhattan;Summer 2017
Nitrogen dioxide (NO2);Mean;Borough;Manhattan;Summer 2018
Nitrogen dioxide (NO2);Mean;UHF42;Bensonhurst - Bay Ridge;Winter 2008-09
Nitrogen dioxide (NO2);Mean;UHF42;Coney Island - Sheepshead Bay;Winter 2017-18
Nitrogen dioxide (NO2);Mean;UHF42;Coney Island - Sheepshead Bay;Annual Average 2019
Nitrogen dioxide (NO2);Mean;UHF42;Borough Park;Winter 2017-18
Fine particles (PM 2.5);Mean;CD;Woodside and Sunnyside (CD2);Winter 2008-09
Fine particles (PM 2.5);Mean;CD;Woodside and Sunnyside (CD2);Winter 2013-14
Fine particles (PM 2.5);Mean;CD;Woodside and Sunnyside (CD2);Annual Average 2019
Fine particles (PM 2.5);Mean;CD;South Beach and Willowbrook (CD2);Annual Average 2019
Fine particles (PM 2.5);Mean;CD;South Beach and Willowbrook (CD2);Winter 2017-18
Fine particles (PM 2.5);Mean;CD;Long Island City and Astoria (CD1);Annual Average 2019
Fine particles (PM 2.5);Mean;CD;Long Island City and Astoria (CD1);Winter 2008-09
Fine particles (PM 2.5);Mean;CD;Long Island City and Astoria (CD1);Winter 2017-18
Fine particles (PM 2.5);Mean;CD;Fort Greene and Brooklyn Heights (CD2);Winter 2008-09
Fine particles (PM 2.5);Mean;CD;Fort Greene and Brooklyn Heights (CD2);Winter 2013-14
Fine particles (PM 2.5);Mean;CD;Fort Greene and Brooklyn Heights (CD2);Winter 2017-18
Fine particles (PM 2.5);Mean;CD;Fort Greene and Brooklyn Heights (CD2);Annual Average 2019
Fine particles (PM 2.5);Mean;CD;Greenpoint and Williamsburg (CD1);Winter 2008-09
Nitrogen dioxide (NO2);Mean;UHF42;Borough Park;Winter 2013-14
Nitrogen dioxide (NO2);Mean;UHF42;Bensonhurst - Bay Ridge;Winter 2017-18
Nitrogen dioxide (NO2);Mean;UHF42;Bensonhurst - Bay Ridge;Annual Average 2019
Nitrogen dioxide (NO2);Mean;CD;Mott Haven and Melrose (CD1);Annual Average 2009
Nitrogen dioxide (NO2);Mean;CD;Mott Haven and Melrose (CD1);Annual Average 2011
Nitrogen dioxide (NO2);Mean;CD;Mott Haven and Melrose (CD1);Summer 2014
Nitrogen dioxide (NO2);Mean;CD;Mott Haven and Melrose (CD1);Annual Average 2015
Nitrogen dioxide (NO2);Mean;CD;Mott Haven and Melrose (CD1);Winter 2018-19
Nitrogen dioxide (NO2);Mean;CD;Mott Haven and Melrose (CD1);Annual Average 2020
Nitrogen dioxide (NO2);Mean;UHF42;Coney Island - Sheepshead Bay;Winter 2013-14
Nitrogen dioxide (NO2);Mean;UHF42;Coney Island - Sheepshead Bay;Winter 2008-09
Fine particles (PM 2.5);Mean;CD;Mott Haven and Melrose (CD1);Winter 2008-09
Fine particles (PM 2.5);Mean;CD;Mott Haven and Melrose (CD1);Winter 2013-14
Fine particles (PM 2.5);Mean;CD;Mott Haven and Melrose (CD1);Winter 2017-18
Fine particles (PM 2.5);Mean;CD;Mott Haven and Melrose (CD1);Annual Average 2019
Fine particles (PM 2.5);Mean;CD;Financial District (CD1);Summer 2009
Fine particles (PM 2.5);Mean;CD;Greenpoint and Williamsburg (CD1);Winter 2013-14
Fine particles (PM 2.5);Mean;CD;Greenpoint and Williamsburg (CD1);Winter 2017-18
Fine particles (PM 2.5);Mean;CD;Greenpoint and Williamsburg (CD1);Annual Average 2019
Nitrogen dioxide (NO2);Mean;UHF42;High Bridge - Morrisania;Winter 2017-18
Nitrogen dioxide (NO2);Mean;UHF42;High Bridge - Morrisania;Annual Average 2019
Nitrogen dioxide (NO2);Mean;Borough;Manhattan;Winter 2008-09
Ozone (O3);Mean;CD;Flushing and Whitestone (CD7);Summer 2019
Ozone (O3);Mean;CD;Sunset Park (CD7);Summer 2015
Nitrogen dioxide (NO2);Mean;CD;Sunset Park (CD7);Summer 2011
Nitrogen dioxide (NO2);Mean;CD;Sunset Park (CD7);Winter 2015-16
Nitrogen dioxide (NO2);Mean;CD;Sunset Park (CD7);Summer 2016
Nitrogen dioxide (NO2);Mean;CD;Kingsbridge Heights and Bedford (CD7);Summer 2010
Nitrogen dioxide (NO2);Mean;CD;Kingsbridge Heights and Bedford (CD7);Summer 2011
Nitrogen dioxide (NO2);Mean;CD;Kingsbridge Heights and Bedford (CD7);Summer 2016
Ozone (O3);Mean;UHF42;Williamsburg - Bushwick;Summer 2020
Ozone (O3);Mean;UHF42;Bayside - Little Neck;Summer 2017
Ozone (O3);Mean;UHF42;Bayside - Little Neck;Summer 2020
Ozone (O3);Mean;UHF42;Bayside - Little Neck;Summer 2018
Nitrogen dioxide (NO2);Mean;UHF42;Upper West Side;Winter 2009-10
Ozone (O3);Mean;UHF42;South Beach - Tottenville;Summer 2019
Ozone (O3);Mean;UHF42;Bayside - Little Neck;Summer 2015
Ozone (O3);Mean;UHF42;Upper West Side;Summer 2019
Ozone (O3);Mean;UHF42;South Beach - Tottenville;Summer 2015
Ozone (O3);Mean;UHF42;Upper West Side;Summer 2015
Nitrogen dioxide (NO2);Mean;CD;Rockaway and Broad Channel (CD14);Winter 2019-20
Nitrogen dioxide (NO2);Mean;UHF42;Williamsburg - Bushwick;Winter 2010-11
Nitrogen dioxide (NO2);Mean;CD;Kingsbridge Heights and Bedford (CD7);Annual Average 2017
Nitrogen dioxide (NO2);Mean;CD;Kingsbridge Heights and Bedford (CD7);Annual Average 2021
Boiler Emissions- Total PM2.5 Emissions;Number per km2;UHF42;East New York;2013
Boiler Emissions- Total PM2.5 Emissions;Number per km2;UHF42;Pelham - Throgs Neck;2013
Boiler Emissions- Total NOx Emissions;Number per km2;UHF42;Pelham - Throgs Neck;2013
Boiler Emissions- Total PM2.5 Emissions;Number per km2;UHF42;Bayside - Little Neck;2013
Boiler Emissions- Total NOx Emissions;Number per km2;UHF42;Bayside - Little Neck;2013
Boiler Emissions- Total NOx Emissions;Number per km2;UHF42;Upper West Side;2013
Boiler Emissions- Total PM2.5 Emissions;Number per km2;UHF42;Upper West Side;2013
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Winter 2012-13
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Annual Average 2010
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Summer 2015
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Winter 2019-20
Nitrogen dioxide (NO2);Mean;UHF42;High Bridge - Morrisania;Annual Average 2012
Nitrogen dioxide (NO2);Mean;Borough;Manhattan;Annual Average 2012
Nitrogen dioxide (NO2);Mean;UHF42;High Bridge - Morrisania;Summer 2010
Nitrogen dioxide (NO2);Mean;UHF42;High Bridge - Morrisania;Summer 2011
Nitrogen dioxide (NO2);Mean;Borough;Manhattan;Winter 2015-16
Nitrogen dioxide (NO2);Mean;Borough;Manhattan;Summer 2016
Fine particles (PM 2.5);Mean;CD;Hunts Point and Longwood (CD2);Winter 2008-09
Fine particles (PM 2.5);Mean;CD;Hunts Point and Longwood (CD2);Winter 2013-14
Fine particles (PM 2.5);Mean;CD;Hunts Point and Longwood (CD2);Winter 2017-18
Fine particles (PM 2.5);Mean;CD;Hunts Point and Longwood (CD2);Annual Average 2019
Fine particles (PM 2.5);Mean;CD;Greenwich Village and Soho (CD2);Winter 2013-14
Nitrogen dioxide (NO2);Mean;CD;Hunts Point and Longwood (CD2);Summer 2021
Nitrogen dioxide (NO2);Mean;CD;Greenwich Village and Soho (CD2);Annual Average 2016
Nitrogen dioxide (NO2);Mean;CD;Greenwich Village and Soho (CD2);Annual Average 2018
Nitrogen dioxide (NO2);Mean;Borough;Manhattan;Winter 2020-21
Nitrogen dioxide (NO2);Mean;Borough;Manhattan;Winter 2009-10
Nitrogen dioxide (NO2);Mean;Borough;Manhattan;Summer 2020
Respiratory hospitalizations due to PM2.5 (age 20+);Estimated annual rate;UHF42;Bensonhurst - Bay Ridge;2005-2007
Fine particles (PM 2.5);Mean;CD;Financial District (CD1);Winter 2017-18
Fine particles (PM 2.5);Mean;CD;Financial District (CD1);Annual Average 2019
Fine particles (PM 2.5);Mean;CD;Financial District (CD1);Winter 2008-09
Fine particles (PM 2.5);Mean;CD;Financial District (CD1);Winter 2013-14
Fine particles (PM 2.5);Mean;CD;Greenwich Village and Soho (CD2);Winter 2017-18
Fine particles (PM 2.5);Mean;CD;Greenwich Village and Soho (CD2);Annual Average 2019
Fine particles (PM 2.5);Mean;CD;Financial District (CD1);Winter 2010-11
Fine particles (PM 2.5);Mean;CD;Financial District (CD1);Annual Average 2013
Fine particles (PM 2.5);Mean;CD;Greenwich Village and Soho (CD2);Winter 2014-15
Fine particles (PM 2.5);Mean;CD;Greenwich Village and Soho (CD2);Annual Average 2017
Fine particles (PM 2.5);Mean;CD;Greenwich Village and Soho (CD2);Annual Average 2021
Fine particles (PM 2.5);Mean;CD;Hunts Point and Longwood (CD2);Annual Average 2021
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;UHF42;Coney Island - Sheepshead Bay;2005-2007
Fine particles (PM 2.5);Mean;CD;Belmont and East Tremont (CD6);Winter 2013-14
Fine particles (PM 2.5);Mean;CD;Belmont and East Tremont (CD6);Winter 2017-18
Fine particles (PM 2.5);Mean;CD;Park Slope and Carroll Gardens (CD6);Winter 2008-09
Fine particles (PM 2.5);Mean;CD;Park Slope and Carroll Gardens (CD6);Winter 2013-14
Nitrogen dioxide (NO2);Mean;UHF42;Bedford Stuyvesant - Crown Heights;Winter 2008-09
Nitrogen dioxide (NO2);Mean;UHF42;Bedford Stuyvesant - Crown Heights;Annual Average 2019
Nitrogen dioxide (NO2);Mean;UHF42;Fordham - Bronx Pk;Winter 2008-09
Nitrogen dioxide (NO2);Mean;UHF42;Crotona -Tremont;Winter 2017-18
Nitrogen dioxide (NO2);Mean;UHF42;Crotona -Tremont;Annual Average 2019
Nitrogen dioxide (NO2);Mean;UHF42;Crotona -Tremont;Winter 2013-14
Nitrogen dioxide (NO2);Mean;UHF42;Crotona -Tremont;Annual Average 2012
Fine particles (PM 2.5);Mean;CD;Stuyvesant Town and Turtle Bay (CD6);Winter 2008-09
Fine particles (PM 2.5);Mean;CD;Stuyvesant Town and Turtle Bay (CD6);Winter 2013-14
Fine particles (PM 2.5);Mean;CD;Riverdale and Fieldston (CD8);Winter 2008-09
Fine particles (PM 2.5);Mean;CD;Riverdale and Fieldston (CD8);Winter 2013-14
Fine particles (PM 2.5);Mean;CD;Riverdale and Fieldston (CD8);Winter 2017-18
Fine particles (PM 2.5);Mean;CD;Clinton and Chelsea (CD4);Winter 2008-09
Fine particles (PM 2.5);Mean;CD;Clinton and Chelsea (CD4);Winter 2013-14
Fine particles (PM 2.5);Mean;CD;Clinton and Chelsea (CD4);Winter 2017-18
Fine particles (PM 2.5);Mean;CD;Clinton and Chelsea (CD4);Annual Average 2019
Nitrogen dioxide (NO2);Mean;CD;Clinton and Chelsea (CD4);Annual Average 2018
Nitrogen dioxide (NO2);Mean;CD;Clinton and Chelsea (CD4);Summer 2021
Nitrogen dioxide (NO2);Mean;UHF42;Fordham - Bronx Pk;Winter 2015-16
Nitrogen dioxide (NO2);Mean;UHF42;Fordham - Bronx Pk;Winter 2020-21
Respiratory hospitalizations due to PM2.5 (age 20+);Estimated annual rate;UHF42;Upper East Side;2005-2007
Respiratory hospitalizations due to PM2.5 (age 20+);Estimated annual rate;UHF42;Sunset Park;2005-2007
Respiratory hospitalizations due to PM2.5 (age 20+);Estimated annual rate;UHF42;Bedford Stuyvesant - Crown Heights;2005-2007
Fine particles (PM 2.5);Mean;CD;Stuyvesant Town and Turtle Bay (CD6);Winter 2017-18
Fine particles (PM 2.5);Mean;CD;Stuyvesant Town and Turtle Bay (CD6);Annual Average 2019
Fine particles (PM 2.5);Mean;CD;Park Slope and Carroll Gardens (CD6);Summer 2020
Nitrogen dioxide (NO2);Mean;UHF34;Canarsie - Flatlands;Winter 2012-13
Nitrogen dioxide (NO2);Mean;UHF34;Borough Park;Annual Average 2010
Nitrogen dioxide (NO2);Mean;UHF34;Borough Park;Winter 2012-13
Nitrogen dioxide (NO2);Mean;UHF34;Borough Park;Summer 2015
Ozone (O3);Mean;UHF34;Borough Park;Summer 2011
Ozone (O3);Mean;UHF34;Long Island City - Astoria;Summer 2016
Ozone (O3);Mean;UHF34;Long Island City - Astoria;Summer 2011
Ozone (O3);Mean;UHF34;Long Island City - Astoria;Summer 2010
Ozone (O3);Mean;CD;Coney Island (CD13);Summer 2019
Ozone (O3);Mean;CD;Sheepshead Bay (CD15);Summer 2015
Ozone (O3);Mean;Borough;Queens;Summer 2009
Ozone (O3);Mean;Borough;Queens;Summer 2010
Ozone (O3);Mean;Borough;Queens;Summer 2011
Ozone (O3);Mean;Borough;Queens;Summer 2016
Nitrogen dioxide (NO2);Mean;Borough;Queens;Winter 2014-15
Nitrogen dioxide (NO2);Mean;Borough;Queens;Annual Average 2017
Nitrogen dioxide (NO2);Mean;Borough;Queens;Annual Average 2021
Nitrogen dioxide (NO2);Mean;Borough;Queens;Annual Average 2013
Nitrogen dioxide (NO2);Mean;Borough;Queens;Summer 2009
Ozone (O3);Mean;Borough;Queens;Summer 2020
Ozone (O3);Mean;Borough;Queens;2-Year Summer Average 2009-2010
Nitrogen dioxide (NO2);Mean;CD;Queens Village (CD13);Winter 2008-09
Nitrogen dioxide (NO2);Mean;CD;Queens Village (CD13);Winter 2017-18
Nitrogen dioxide (NO2);Mean;CD;Queens Village (CD13);Annual Average 2019
Fine particles (PM 2.5);Mean;CD;Coney Island (CD13);Winter 2017-18
Fine particles (PM 2.5);Mean;CD;Coney Island (CD13);Annual Average 2019
Nitrogen dioxide (NO2);Mean;CD;Coney Island (CD13);Winter 2017-18
Nitrogen dioxide (NO2);Mean;CD;Coney Island (CD13);Annual Average 2019
Annual vehicle miles travelled (trucks);million miles;Borough;Queens;2016
Nitrogen dioxide (NO2);Mean;CD;Sheepshead Bay (CD15);Winter 2008-09
Nitrogen dioxide (NO2);Mean;CD;Sheepshead Bay (CD15);Winter 2013-14
Nitrogen dioxide (NO2);Mean;CD;Sheepshead Bay (CD15);Annual Average 2019
Nitrogen dioxide (NO2);Mean;CD;Coney Island (CD13);Winter 2008-09
Nitrogen dioxide (NO2);Mean;CD;Coney Island (CD13);Winter 2013-14
Nitrogen dioxide (NO2);Mean;CD;Sheepshead Bay (CD15);Winter 2017-18
Ozone (O3);Mean;CD;Sheepshead Bay (CD15);Summer 2009
Asthma emergency departments visits due to Ozone;Estimated annual rate (age 18+);Borough;Queens;2005-2007
Respiratory hospitalizations due to PM2.5 (age 20+);Estimated annual rate;UHF42;East Flatbush - Flatbush;2005-2007
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;Borough;Bronx;2005-2007
Fine particles (PM 2.5);Mean;CD;Lower East Side and Chinatown (CD3);Summer 2017
Fine particles (PM 2.5);Mean;CD;Lower East Side and Chinatown (CD3);Summer 2018
Fine particles (PM 2.5);Mean;CD;Bushwick (CD4);Winter 2011-12
Fine particles (PM 2.5);Mean;CD;Bushwick (CD4);Winter 2009-10
Fine particles (PM 2.5);Mean;CD;Bushwick (CD4);Annual Average 2014
Fine particles (PM 2.5);Mean;CD;Lower East Side and Chinatown (CD3);Annual Average 2021
Fine particles (PM 2.5);Mean;CD;Lower East Side and Chinatown (CD3);Winter 2014-15
Fine particles (PM 2.5);Mean;CD;Lower East Side and Chinatown (CD3);Annual Average 2017
Fine particles (PM 2.5);Mean;CD;Bushwick (CD4);Summer 2009
Fine particles (PM 2.5);Mean;CD;Bushwick (CD4);Winter 2010-11
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;UHF42;Jamaica;2005-2007
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;UHF42;Southwest Queens;2005-2007
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;UHF42;Gramercy Park - Murray Hill;2005-2007
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;UHF42;East Flatbush - Flatbush;2005-2007
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;UHF42;Greenwich Village - SoHo;2005-2007
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;UHF42;Canarsie - Flatlands;2005-2007
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;Borough;Brooklyn;2005-2007
Nitrogen dioxide (NO2);Mean;Borough;Bronx;Winter 2016-17
Nitrogen dioxide (NO2);Mean;Borough;Brooklyn;Winter 2016-17
Ozone (O3);Mean;Borough;Brooklyn;Summer 2015
Fine particles (PM 2.5);Mean;CD;Lower East Side and Chinatown (CD3);Winter 2015-16
Fine particles (PM 2.5);Mean;CD;Lower East Side and Chinatown (CD3);Summer 2016
Fine particles (PM 2.5);Mean;CD;Lower East Side and Chinatown (CD3);Winter 2019-20
Fine particles (PM 2.5);Mean;CD;Lower East Side and Chinatown (CD3);Summer 2019
Fine particles (PM 2.5);Mean;CD;Bushwick (CD4);Summer 2015
Fine particles (PM 2.5);Mean;CD;Jackson Heights (CD3);Summer 2014
Fine particles (PM 2.5);Mean;CD;Bushwick (CD4);Annual Average 2020
Fine particles (PM 2.5);Mean;CD;Bushwick (CD4);Winter 2018-19
Fine particles (PM 2.5);Mean;CD;Fordham and University Heights (CD5);Annual Average 2019
Nitrogen dioxide (NO2);Mean;UHF42;Downtown - Heights - Slope;Summer 2016
Nitrogen dioxide (NO2);Mean;UHF42;Northeast Bronx;Winter 2020-21
Respiratory hospitalizations due to PM2.5 (age 20+);Estimated annual rate;UHF42;Chelsea - Clinton;2005-2007
Fine particles (PM 2.5);Mean;CD;Midtown (CD5);Winter 2009-10
Fine particles (PM 2.5);Mean;CD;Midtown (CD5);Winter 2011-12
Fine particles (PM 2.5);Mean;CD;Midtown (CD5);Annual Average 2014
Fine particles (PM 2.5);Mean;CD;Midtown (CD5);Winter 2016-17
Fine particles (PM 2.5);Mean;CD;Midtown (CD5);Summer 2017
Fine particles (PM 2.5);Mean;CD;Midtown (CD5);Summer 2020
Fine particles (PM 2.5);Mean;CD;Midtown (CD5);Winter 2010-11
Fine particles (PM 2.5);Mean;CD;Midtown (CD5);Summer 2009
Fine particles (PM 2.5);Mean;CD;Midtown (CD5);Annual Average 2013
Fine particles (PM 2.5);Mean;CD;Midtown (CD5);Annual Average 2017
Fine particles (PM 2.5);Mean;CD;Midtown (CD5);Annual Average 2021
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;UHF42;Downtown - Heights - Slope;2005-2007
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;UHF42;Fresh Meadows;2005-2007
Fine particles (PM 2.5);Mean;CD;Midtown (CD5);Summer 2010
Fine particles (PM 2.5);Mean;CD;Midtown (CD5);Summer 2011
Fine particles (PM 2.5);Mean;CD;Midtown (CD5);Summer 2016
Fine particles (PM 2.5);Mean;CD;Midtown (CD5);Annual Average 2012
Fine particles (PM 2.5);Mean;CD;Midtown (CD5);Winter 2012-13
Fine particles (PM 2.5);Mean;CD;Midtown (CD5);Annual Average 2010
Fine particles (PM 2.5);Mean;CD;Midtown (CD5);Summer 2019
Fine particles (PM 2.5);Mean;CD;Midtown (CD5);Winter 2019-20
Fine particles (PM 2.5);Mean;CD;East New York and Starrett City (CD5);Annual Average 2011
Fine particles (PM 2.5);Mean;CD;East New York and Starrett City (CD5);Annual Average 2009
Fine particles (PM 2.5);Mean;CD;East New York and Starrett City (CD5);Annual Average 2015
Fine particles (PM 2.5);Mean;CD;East New York and Starrett City (CD5);Winter 2018-19
Fine particles (PM 2.5);Mean;UHF42;Downtown - Heights - Slope;Winter 2017-18
Fine particles (PM 2.5);Mean;UHF42;Downtown - Heights - Slope;Annual Average 2019
Fine particles (PM 2.5);Mean;UHF42;Central Harlem - Morningside Heights;Winter 2017-18
Ozone (O3);Mean;CD;East Harlem (CD11);Summer 2009
Asthma hospitalizations due to Ozone;Estimated annual rate (under age 18);UHF42;West Queens;2005-2007
Asthma hospitalizations due to Ozone;Estimated annual rate (under age 18);UHF42;Stapleton - St. George;2005-2007
Asthma emergency departments visits due to Ozone;Estimated annual rate (under age 18);UHF42;Stapleton - St. George;2005-2007
Asthma emergency departments visits due to Ozone;Estimated annual rate (under age 18);UHF42;West Queens;2005-2007
Nitrogen dioxide (NO2);Mean;CD;Morris Park and Bronxdale (CD11);Winter 2017-18
Nitrogen dioxide (NO2);Mean;CD;Morris Park and Bronxdale (CD11);Annual Average 2019
Asthma emergency departments visits due to Ozone;Estimated annual rate (age 18+);UHF42;Stapleton - St. George;2005-2007
Asthma emergency departments visits due to Ozone;Estimated annual rate (age 18+);UHF42;West Queens;2005-2007
Nitrogen dioxide (NO2);Mean;CD;East Harlem (CD11);Winter 2008-09
Nitrogen dioxide (NO2);Mean;CD;East Harlem (CD11);Winter 2013-14
Nitrogen dioxide (NO2);Mean;CD;East Harlem (CD11);Winter 2017-18
Nitrogen dioxide (NO2);Mean;CD;Morningside Heights and Hamilton Heights (CD9);Winter 2008-09
Nitrogen dioxide (NO2);Mean;CD;Morningside Heights and Hamilton Heights (CD9);Winter 2013-14
Nitrogen dioxide (NO2);Mean;CD;Morningside Heights and Hamilton Heights (CD9);Winter 2017-18
Nitrogen dioxide (NO2);Mean;CD;Morningside Heights and Hamilton Heights (CD9);Annual Average 2019
Nitrogen dioxide (NO2);Mean;CD;Parkchester and Soundview (CD9);Annual Average 2019
Nitrogen dioxide (NO2);Mean;CD;Morningside Heights and Hamilton Heights (CD9);Annual Average 2012
Ozone (O3);Mean;CD;Bensonhurst (CD11);Summer 2019
Ozone (O3);Mean;CD;Morningside Heights and Hamilton Heights (CD9);Summer 2019
Ozone (O3);Mean;CD;East Harlem (CD11);Summer 2015
Ozone (O3);Mean;CD;East Harlem (CD11);Summer 2019
Ozone (O3);Mean;CD;Parkchester and Soundview (CD9);Summer 2019
Nitrogen dioxide (NO2);Mean;CD;Morningside Heights and Hamilton Heights (CD9);Winter 2012-13
Ozone (O3);Mean;CD;Parkchester and Soundview (CD9);Summer 2021
Fine particles (PM 2.5);Mean;CD;South Crown Heights and Lefferts Gardens (CD9);Winter 2013-14
Fine particles (PM 2.5);Mean;CD;South Crown Heights and Lefferts Gardens (CD9);Annual Average 2019
Fine particles (PM 2.5);Mean;CD;Morris Park and Bronxdale (CD11);Annual Average 2019
Nitrogen dioxide (NO2);Mean;CD;Morris Park and Bronxdale (CD11);Annual Average 2011
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;UHF42;Borough Park;2005-2007
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;UHF42;High Bridge - Morrisania;2005-2007
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;UHF42;Southeast Queens;2005-2007
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;UHF42;Bensonhurst - Bay Ridge;2005-2007
Fine particles (PM 2.5);Mean;CD;Financial District (CD1);Winter 2019-20
Fine particles (PM 2.5);Mean;CD;Financial District (CD1);Summer 2019
Fine particles (PM 2.5);Mean;CD;Financial District (CD1);Annual Average 2010
Fine particles (PM 2.5);Mean;CD;Financial District (CD1);Winter 2012-13
Fine particles (PM 2.5);Mean;CD;Greenwich Village and Soho (CD2);Summer 2015
Fine particles (PM 2.5);Mean;CD;Greenwich Village and Soho (CD2);Winter 2019-20
Fine particles (PM 2.5);Mean;CD;Greenwich Village and Soho (CD2);Summer 2019
Fine particles (PM 2.5);Mean;CD;Mott Haven and Melrose (CD1);Summer 2014
Fine particles (PM 2.5);Mean;CD;Mott Haven and Melrose (CD1);Annual Average 2009
Fine particles (PM 2.5);Mean;CD;Mott Haven and Melrose (CD1);Annual Average 2011
Fine particles (PM 2.5);Mean;CD;Mott Haven and Melrose (CD1);Annual Average 2015
Fine particles (PM 2.5);Mean;CD;Mott Haven and Melrose (CD1);Winter 2018-19
Fine particles (PM 2.5);Mean;UHF42;Coney Island - Sheepshead Bay;Annual Average 2019
Fine particles (PM 2.5);Mean;UHF42;Borough Park;Winter 2008-09
Fine particles (PM 2.5);Mean;UHF42;Borough Park;Winter 2013-14
Fine particles (PM 2.5);Mean;UHF42;Bensonhurst - Bay Ridge;Annual Average 2019
Fine particles (PM 2.5);Mean;CD;Hunts Point and Longwood (CD2);Summer 2013
Fine particles (PM 2.5);Mean;CD;Hunts Point and Longwood (CD2);Summer 2012
Fine particles (PM 2.5);Mean;CD;Hunts Point and Longwood (CD2);Annual Average 2016
Fine particles (PM 2.5);Mean;CD;Hunts Point and Longwood (CD2);Summer 2021
